order_id,order_date,customer,country,channel,sku,units_ordered,order_value_eur,fulfilment_status,fulfilment_date,notes
ORD-2025-06241,2025-09-15,E.Leclerc,FR,Manual,FX60-UK,476,8058.56,FULFILLED,2025-09-16,
ORD-2025-00903,2025-08-19,Lidl Europe,EU,EDI,BS10-DE,983,13486.29,FULFILLED,2025-08-22,
ORD-2025-05773,2025-11-28,Tesco UK,UK,Manual,DP500-FR,297,5076.15,FULFILLED,2025-12-01,
ORD-2025-00655,2025-04-02,dm (Drogerie Markt),DE,EDI,MG375-FR,1270,13689.24,FULFILLED,2025-04-04,
ORD-2025-05733,2025-06-27,Tesco UK,UK,Manual,BS10-DE,476,1454.92,FULFILLED,2025-06-29,
ORD-2025-05584,2025-10-05,E.Leclerc,FR,EDI,FX60-UK,1179,13717.67,NOT_FULFILLED,,
ORD-2025-04420,2025-05-28,Lidl Europe,EU,EDI,BS10-DE,1948,29553.26,NOT_FULFILLED,,
ORD-2025-00394,2025-10-13,Coop Group,EU,EDI,AL120-EU,820,4343.97,FULFILLED,2025-10-14,
ORD-2025-05318,2025-02-09,dm (Drogerie Markt),DE,EDI,FX60-UK,831,5633.15,FULFILLED,2025-02-13,
ORD-2025-05057,2025-12-19,Boots UK,UK,EDI,AL120-EU,1339,10172.43,FULFILLED,2025-12-23,
ORD-2025-04870,2025-12-09,Lidl Europe,EU,EDI,MG375-FR,486,6585.92,FULFILLED,2025-12-11,
ORD-2025-04405,2025-04-17,Coop Group,EU,EDI,DP1000-FR,1080,9194.68,FULFILLED,2025-04-20,
ORD-2025-01613,2025-07-24,Carrefour France,FR,EDI,MG375-FR,1362,17758.35,FULFILLED,2025-07-26,
ORD-2025-08176,2025-09-14,Carrefour France,FR,Email,CAD400-FR,1078,14710.19,NOT_FULFILLED,,
ORD-2025-05342,2025-03-19,E.Leclerc,FR,EDI,BS10-DE,1193,14976.35,FULFILLED,2025-03-22,
ORD-2025-07080,2025-01-30,Coop Group,EU,Manual,AL180-EU,310,4460.03,NOT_FULFILLED,,
ORD-2025-04389,2025-06-06,Tesco UK,UK,EDI,CAD400-FR,66,276.95,FULFILLED,2025-06-07,
ORD-2025-02417,2025-10-25,dm (Drogerie Markt),DE,EDI,FX60-UK,1344,18145.83,NOT_FULFILLED,,
ORD-2025-04859,2025-06-15,Coop Group,EU,EDI,DP1000-FR,1242,13925.75,FULFILLED,2025-06-16,
ORD-2025-02837,2025-07-16,Coop Group,EU,EDI,AL120-EU,830,6532.96,FULFILLED,2025-07-17,
ORD-2025-07436,2025-10-28,Tesco UK,UK,Manual,AL180-EU,1788,26186.11,FULFILLED,2025-11-02,
ORD-2025-01194,2025-01-24,Coop Group,EU,EDI,CAD400-FR,935,3640.22,FULFILLED,2025-01-28,
ORD-2025-06517,2025-11-21,Carrefour France,FR,Manual,MG375-FR,312,5063.94,FULFILLED,2025-11-26,
ORD-2025-03442,2025-04-23,E.Leclerc,FR,EDI,MG375-FR,1871,16932.37,NOT_FULFILLED,,
ORD-2025-02145,2025-03-05,dm (Drogerie Markt),DE,EDI,AL180-EU,1839,17868.48,FULFILLED,2025-03-09,
ORD-2025-01749,2025-09-08,Carrefour France,FR,EDI,FX60-UK,625,8863.84,FULFILLED,2025-09-13,
ORD-2025-07681,2025-09-15,Mercadona,ES,Email,FX60-UK,441,1426.75,FULFILLED,2025-09-19,
ORD-2025-01246,2025-08-26,Coop Group,EU,EDI,DP500-FR,173,2834.59,FULFILLED,2025-08-30,
ORD-2025-07133,2025-09-30,dm (Drogerie Markt),DE,Manual,AL180-EU,533,8006.52,FULFILLED,2025-10-03,
ORD-2025-02675,2025-08-02,Boots UK,UK,EDI,DP500-FR,80,520.55,FULFILLED,2025-08-04,
ORD-2025-02118,2025-07-31,Lidl Europe,EU,EDI,MG375-FR,182,1064.16,FULFILLED,2025-08-01,
ORD-2025-04307,2025-08-05,E.Leclerc,FR,EDI,AL180-EU,1990,17005.68,FULFILLED,2025-08-10,
ORD-2025-00483,2025-10-27,Coop Group,EU,EDI,CAD400-FR,1206,14357.47,NOT_FULFILLED,,
ORD-2025-00360,2025-05-02,Lidl Europe,EU,EDI,AL120-EU,642,9138.37,NOT_FULFILLED,,
ORD-2025-02061,2025-08-25,Boots UK,UK,EDI,FX60-UK,330,4903.15,FULFILLED,2025-08-29,
ORD-2025-04387,2025-09-17,Tesco UK,UK,EDI,DP500-FR,1339,8001.42,FULFILLED,2025-09-22,
ORD-2025-07187,2025-02-14,Tesco UK,UK,Manual,CAD400-FR,1151,15930.96,FULFILLED,2025-02-15,
ORD-2025-03324,2025-09-30,E.Leclerc,FR,EDI,MG375-FR,616,10334.84,FULFILLED,2025-10-03,
ORD-2025-05667,2025-02-22,Carrefour France,FR,EDI,AL180-EU,1003,14111.33,FULFILLED,2025-02-25,
ORD-2025-03862,2025-01-17,Boots UK,UK,EDI,CAD400-FR,1478,20597.83,FULFILLED,2025-01-20,
ORD-2025-04036,2025-09-19,dm (Drogerie Markt),DE,EDI,MG375-FR,1990,27469.96,FULFILLED,2025-09-20,
ORD-2025-06828,2025-07-03,Tesco UK,UK,Manual,MG375-FR,972,14750.57,FULFILLED,2025-07-05,
ORD-2025-02251,2025-09-26,Carrefour France,FR,EDI,AL180-EU,537,1366.92,FULFILLED,2025-09-28,
ORD-2025-02716,2025-12-15,Lidl Europe,EU,EDI,DP1000-FR,579,4779.2,FULFILLED,2025-12-18,
ORD-2025-02941,2025-03-10,E.Leclerc,FR,EDI,AL180-EU,1028,8360.26,FULFILLED,2025-03-15,
ORD-2025-08136,2025-08-03,Carrefour France,FR,Email,MG375-FR,1502,25269.84,FULFILLED,2025-08-06,
ORD-2025-03005,2025-01-31,Carrefour France,FR,EDI,DP500-FR,1031,7317.22,NOT_FULFILLED,,
ORD-2025-03820,2025-10-11,Boots UK,UK,EDI,BS10-DE,84,896.82,NOT_FULFILLED,,
ORD-2025-00729,2025-01-14,dm (Drogerie Markt),DE,EDI,DP500-FR,75,190.99,FULFILLED,2025-01-19,
ORD-2025-02308,2025-05-18,Coop Group,EU,EDI,BS10-DE,1979,17551.71,FULFILLED,2025-05-19,
ORD-2025-03306,2025-11-12,Tesco UK,UK,EDI,AL120-EU,1502,17565.33,NOT_FULFILLED,,
ORD-2025-01992,2025-11-22,Lidl Europe,EU,EDI,DP500-FR,1760,19238.47,FULFILLED,2025-11-27,
ORD-2025-06111,2025-10-09,Mercadona,ES,Manual,CAD400-FR,1848,10112.14,FULFILLED,2025-10-12,
ORD-2025-07872,2025-04-11,Tesco UK,UK,Email,MG375-FR,687,3956.22,FULFILLED,2025-04-12,
ORD-2025-01851,2025-09-01,Tesco UK,UK,EDI,MG375-FR,856,12887.17,FULFILLED,2025-09-06,
ORD-2025-08346,2025-03-17,dm (Drogerie Markt),DE,Fax,AL180-EU,528,8298.49,NOT_FULFILLED,,
ORD-2025-02111,2025-04-15,Carrefour France,FR,EDI,CAD400-FR,1288,12499.07,NOT_FULFILLED,,
ORD-2025-00305,2025-02-19,Coop Group,EU,EDI,FX60-UK,1555,5451.63,NOT_FULFILLED,,
ORD-2025-04287,2025-05-30,Coop Group,EU,EDI,DP500-FR,1362,18616.21,NOT_FULFILLED,,
ORD-2025-00999,2025-01-31,Tesco UK,UK,EDI,CAD400-FR,1915,29827.67,FULFILLED,2025-02-01,
ORD-2025-00685,2025-09-16,E.Leclerc,FR,EDI,AL180-EU,901,10634.24,FULFILLED,2025-09-19,
ORD-2025-03739,2025-07-10,Tesco UK,UK,EDI,MG375-FR,184,2421.29,FULFILLED,2025-07-15,
ORD-2025-03656,2025-02-11,Carrefour France,FR,EDI,MG375-FR,1602,26212.21,FULFILLED,2025-02-12,
ORD-2025-06495,2025-11-15,Coop Group,EU,Manual,AL120-EU,120,1669.79,FULFILLED,2025-11-17,
ORD-2025-01646,2025-01-12,Tesco UK,UK,EDI,MG375-FR,1113,12761.42,FULFILLED,2025-01-16,
ORD-2025-01342,2025-09-26,Mercadona,ES,EDI,AL120-EU,1499,16641.33,FULFILLED,2025-09-29,
ORD-2025-05077,2025-11-24,Carrefour France,FR,EDI,AL120-EU,750,9370.48,FULFILLED,2025-11-29,
ORD-2025-04308,2025-08-31,dm (Drogerie Markt),DE,EDI,AL180-EU,1967,30561.4,FULFILLED,2025-09-05,
ORD-2025-03571,2025-10-17,Lidl Europe,EU,EDI,MG375-FR,1896,16196.33,FULFILLED,2025-10-19,
ORD-2025-04996,2025-11-16,Lidl Europe,EU,EDI,DP1000-FR,1951,26451.51,FULFILLED,2025-11-21,
ORD-2025-01948,2025-09-27,dm (Drogerie Markt),DE,EDI,AL180-EU,1084,7014.32,FULFILLED,2025-09-30,
ORD-2025-02899,2025-01-21,Tesco UK,UK,EDI,FX60-UK,1451,20831.46,FULFILLED,2025-01-24,
ORD-2025-02127,2025-06-25,Tesco UK,UK,EDI,DP500-FR,867,9869.23,FULFILLED,2025-06-29,
ORD-2025-03252,2025-08-27,Carrefour France,FR,EDI,AL120-EU,1783,9955.6,FULFILLED,2025-08-29,
ORD-2025-06100,2025-07-24,Tesco UK,UK,Manual,BS10-DE,1124,4920.18,NOT_FULFILLED,,
ORD-2025-04929,2025-12-06,Tesco UK,UK,EDI,BS10-DE,1774,7426.6,FULFILLED,2025-12-07,
ORD-2025-01971,2025-11-21,E.Leclerc,FR,EDI,DP1000-FR,1426,17604.78,NOT_FULFILLED,,
ORD-2025-01322,2025-04-14,dm (Drogerie Markt),DE,EDI,DP1000-FR,320,3193.79,NOT_FULFILLED,,
ORD-2025-01336,2025-08-09,dm (Drogerie Markt),DE,EDI,DP1000-FR,448,1321.06,FULFILLED,2025-08-13,
ORD-2025-02294,2025-08-22,Boots UK,UK,EDI,DP1000-FR,172,2514.54,FULFILLED,2025-08-27,
ORD-2025-01174,2025-07-18,Tesco UK,UK,EDI,DP1000-FR,402,4139.07,FULFILLED,2025-07-19,
ORD-2025-06312,2025-02-08,Tesco UK,UK,Manual,DP1000-FR,1695,10683.29,FULFILLED,2025-02-12,
ORD-2025-06673,2025-03-15,Lidl Europe,EU,Manual,DP500-FR,651,4592.13,FULFILLED,2025-03-20,
ORD-2025-03337,2025-07-31,Mercadona,ES,EDI,CAD400-FR,1392,14384.58,FULFILLED,2025-08-04,
ORD-2025-05021,2025-06-14,dm (Drogerie Markt),DE,EDI,MG375-FR,339,5990.08,FULFILLED,2025-06-16,
ORD-2025-05012,2025-06-07,E.Leclerc,FR,EDI,AL180-EU,1153,16893.2,FULFILLED,2025-06-11,
ORD-2025-00408,2025-08-14,Tesco UK,UK,EDI,FX60-UK,208,2676.92,FULFILLED,2025-08-18,
ORD-2025-00122,2025-08-07,Boots UK,UK,EDI,AL180-EU,1277,22361.93,FULFILLED,2025-08-11,
ORD-2025-06734,2025-09-15,Boots UK,UK,Manual,DP1000-FR,1290,8162.58,FULFILLED,2025-09-16,
ORD-2025-00887,2025-08-26,Mercadona,ES,EDI,FX60-UK,1783,30607.03,FULFILLED,2025-08-31,
ORD-2025-00295,2025-12-15,Carrefour France,FR,EDI,AL180-EU,1403,11496.54,FULFILLED,2025-12-19,
ORD-2025-06970,2025-12-03,dm (Drogerie Markt),DE,Manual,CAD400-FR,444,5768.71,FULFILLED,2025-12-07,
ORD-2025-06918,2025-09-26,Carrefour France,FR,Manual,CAD400-FR,1518,25871.11,NOT_FULFILLED,,
ORD-2025-06162,2025-05-06,Coop Group,EU,Manual,BS10-DE,717,11985.58,NOT_FULFILLED,,
ORD-2025-03424,2025-08-24,Boots UK,UK,EDI,FX60-UK,1705,14355.61,FULFILLED,2025-08-28,
ORD-2025-05122,2025-11-03,Mercadona,ES,EDI,AL120-EU,696,9284.26,FULFILLED,2025-11-06,
ORD-2025-02687,2025-01-18,Lidl Europe,EU,EDI,DP500-FR,1772,17371.39,FULFILLED,2025-01-19,
ORD-2025-07167,2025-03-09,E.Leclerc,FR,Manual,BS10-DE,969,8356.51,NOT_FULFILLED,,
ORD-2025-03852,2025-02-25,Lidl Europe,EU,EDI,FX60-UK,670,3633.29,FULFILLED,2025-03-02,
ORD-2025-00440,2025-07-12,Tesco UK,UK,EDI,CAD400-FR,1699,11864.3,FULFILLED,2025-07-14,
ORD-2025-04801,2025-06-05,Carrefour France,FR,EDI,DP500-FR,1458,12566.09,NOT_FULFILLED,,
ORD-2025-03994,2025-02-02,dm (Drogerie Markt),DE,EDI,DP500-FR,248,2308.71,FULFILLED,2025-02-07,
ORD-2025-06286,2025-05-20,Lidl Europe,EU,Manual,MG375-FR,1779,18089.46,NOT_FULFILLED,,
ORD-2025-01361,2025-09-02,Boots UK,UK,EDI,AL180-EU,119,680.73,FULFILLED,2025-09-07,
ORD-2025-01217,2025-02-13,dm (Drogerie Markt),DE,EDI,MG375-FR,551,2529.88,FULFILLED,2025-02-16,
ORD-2025-02714,2025-08-23,Coop Group,EU,EDI,MG375-FR,1878,32932.52,FULFILLED,2025-08-25,
ORD-2025-02016,2025-06-17,Boots UK,UK,EDI,BS10-DE,795,13566.43,FULFILLED,2025-06-18,
ORD-2025-02874,2025-05-18,Carrefour France,FR,EDI,CAD400-FR,1283,7915.69,FULFILLED,2025-05-20,
ORD-2025-02025,2025-03-29,Boots UK,UK,EDI,FX60-UK,758,8098.58,FULFILLED,2025-04-03,
ORD-2025-07022,2025-11-01,Lidl Europe,EU,Manual,BS10-DE,1544,17749.97,FULFILLED,2025-11-05,
ORD-2025-08242,2025-05-25,dm (Drogerie Markt),DE,Fax,DP500-FR,1443,25600.54,FULFILLED,2025-05-30,
ORD-2025-08330,2025-11-30,Carrefour France,FR,Fax,FX60-UK,1236,20478.81,NOT_FULFILLED,,
ORD-2025-04460,2025-07-18,dm (Drogerie Markt),DE,EDI,MG375-FR,1744,20239.9,FULFILLED,2025-07-19,
ORD-2025-00077,2025-03-05,Mercadona,ES,EDI,BS10-DE,1577,4422.2,FULFILLED,2025-03-08,
ORD-2025-03726,2025-02-27,Lidl Europe,EU,EDI,DP1000-FR,339,5705.1,NOT_FULFILLED,,
ORD-2025-01691,2025-04-18,Tesco UK,UK,EDI,MG375-FR,132,1037.7,NOT_FULFILLED,,
ORD-2025-02834,2025-11-16,Boots UK,UK,EDI,CAD400-FR,466,4396.76,NOT_FULFILLED,,
ORD-2025-05406,2025-04-04,E.Leclerc,FR,EDI,AL120-EU,286,4168.72,NOT_FULFILLED,,
ORD-2025-06811,2025-02-20,Mercadona,ES,Manual,BS10-DE,1803,7189.99,FULFILLED,2025-02-23,
ORD-2025-00253,2025-12-09,Mercadona,ES,EDI,AL120-EU,1295,12717.92,FULFILLED,2025-12-11,
ORD-2025-02125,2025-11-18,Boots UK,UK,EDI,BS10-DE,677,2274.63,NOT_FULFILLED,,
ORD-2025-00540,2025-01-07,E.Leclerc,FR,EDI,DP500-FR,1390,3910.05,FULFILLED,2025-01-08,
ORD-2025-04768,2025-09-22,Boots UK,UK,EDI,DP500-FR,803,3549.48,FULFILLED,2025-09-24,
ORD-2025-03437,2025-08-20,Mercadona,ES,EDI,AL180-EU,798,4081.62,FULFILLED,2025-08-25,
ORD-2025-06634,2025-11-01,Boots UK,UK,Manual,CAD400-FR,750,9978.36,NOT_FULFILLED,,
ORD-2025-08097,2025-07-19,Mercadona,ES,Email,BS10-DE,464,2600.32,NOT_FULFILLED,,
ORD-2025-07566,2025-12-03,Coop Group,EU,Email,DP1000-FR,1144,4981.77,FULFILLED,2025-12-05,
ORD-2025-04344,2025-08-26,Tesco UK,UK,EDI,DP500-FR,673,8671.92,FULFILLED,2025-08-31,
ORD-2025-04748,2025-03-16,Tesco UK,UK,EDI,BS10-DE,1917,27528.26,FULFILLED,2025-03-20,
ORD-2025-07028,2025-03-13,Mercadona,ES,Manual,FX60-UK,1344,5660.65,FULFILLED,2025-03-15,
ORD-2025-05951,2025-08-25,Carrefour France,FR,Manual,FX60-UK,345,1884.8,FULFILLED,2025-08-30,
ORD-2025-04661,2025-02-07,Boots UK,UK,EDI,CAD400-FR,1527,18662.86,NOT_FULFILLED,,
ORD-2025-00604,2025-11-15,Boots UK,UK,EDI,MG375-FR,423,6842.08,FULFILLED,2025-11-16,
ORD-2025-03133,2025-05-09,Carrefour France,FR,EDI,AL180-EU,1118,16578.79,FULFILLED,2025-05-13,
ORD-2025-03435,2025-02-23,Coop Group,EU,EDI,CAD400-FR,1649,6006.34,FULFILLED,2025-02-26,
ORD-2025-06130,2025-02-18,Lidl Europe,EU,Manual,MG375-FR,1958,34009.13,FULFILLED,2025-02-20,
ORD-2025-04509,2025-07-03,Boots UK,UK,EDI,CAD400-FR,1398,6470.09,FULFILLED,2025-07-06,
ORD-2025-01474,2025-03-08,Coop Group,EU,EDI,AL120-EU,1069,8720.52,FULFILLED,2025-03-10,
ORD-2025-03296,2025-12-06,Carrefour France,FR,EDI,BS10-DE,1080,13209.84,FULFILLED,2025-12-07,
ORD-2025-03693,2025-04-02,E.Leclerc,FR,EDI,BS10-DE,425,6472.49,FULFILLED,2025-04-06,
ORD-2025-02037,2025-08-16,Boots UK,UK,EDI,AL180-EU,1445,8667.89,FULFILLED,2025-08-18,
ORD-2025-02143,2025-04-23,Coop Group,EU,EDI,MG375-FR,1689,27824.21,NOT_FULFILLED,,
ORD-2025-04926,2025-03-25,Carrefour France,FR,EDI,BS10-DE,951,11733.82,FULFILLED,2025-03-30,
ORD-2025-03412,2025-06-15,Lidl Europe,EU,EDI,BS10-DE,1480,13771.2,FULFILLED,2025-06-17,
ORD-2025-03119,2025-02-01,Coop Group,EU,EDI,BS10-DE,249,4352.74,FULFILLED,2025-02-03,
ORD-2025-08104,2025-06-04,Lidl Europe,EU,Email,DP500-FR,437,5012.13,FULFILLED,2025-06-07,
ORD-2025-00137,2025-09-02,E.Leclerc,FR,EDI,AL120-EU,1159,4010.7,FULFILLED,2025-09-05,
ORD-2025-01641,2025-05-07,Lidl Europe,EU,EDI,MG375-FR,1888,26419.01,FULFILLED,2025-05-10,
ORD-2025-04341,2025-09-12,Mercadona,ES,EDI,BS10-DE,205,1086.18,FULFILLED,2025-09-15,
ORD-2025-03531,2025-02-14,Carrefour France,FR,EDI,DP1000-FR,370,3065.78,FULFILLED,2025-02-15,
ORD-2025-05645,2025-09-16,Lidl Europe,EU,EDI,AL120-EU,1462,24158.83,FULFILLED,2025-09-19,
ORD-2025-01690,2025-08-06,Carrefour France,FR,EDI,DP500-FR,102,1390.75,FULFILLED,2025-08-07,
ORD-2025-00484,2025-11-20,Lidl Europe,EU,EDI,MG375-FR,339,3318.32,NOT_FULFILLED,,
ORD-2025-06123,2025-01-05,Coop Group,EU,Manual,CAD400-FR,381,3726.04,FULFILLED,2025-01-08,
ORD-2025-01028,2025-10-18,Lidl Europe,EU,EDI,BS10-DE,1652,25028.84,FULFILLED,2025-10-22,
ORD-2025-00734,2025-03-05,Mercadona,ES,EDI,AL180-EU,270,1490.86,FULFILLED,2025-03-10,
ORD-2025-05095,2025-08-02,Coop Group,EU,EDI,FX60-UK,334,1086.44,FULFILLED,2025-08-03,
ORD-2025-03078,2025-08-29,Boots UK,UK,EDI,DP1000-FR,1035,6063.29,FULFILLED,2025-08-30,
ORD-2025-05107,2025-11-22,Mercadona,ES,EDI,BS10-DE,1282,13276.76,NOT_FULFILLED,,
ORD-2025-04633,2025-09-18,Tesco UK,UK,EDI,MG375-FR,164,2914.19,FULFILLED,2025-09-21,
ORD-2025-06558,2025-09-10,dm (Drogerie Markt),DE,Manual,DP1000-FR,1839,14090.88,FULFILLED,2025-09-14,
ORD-2025-00697,2025-10-25,dm (Drogerie Markt),DE,EDI,DP1000-FR,1657,6219.55,FULFILLED,2025-10-28,
ORD-2025-06046,2025-02-22,E.Leclerc,FR,Manual,AL120-EU,969,5432.44,FULFILLED,2025-02-23,
ORD-2025-05389,2025-04-13,Carrefour France,FR,EDI,CAD400-FR,671,7645.24,FULFILLED,2025-04-16,
ORD-2025-00089,2025-01-13,Carrefour France,FR,EDI,AL180-EU,177,2466.98,FULFILLED,2025-01-17,
ORD-2025-03810,2025-02-21,Mercadona,ES,EDI,BS10-DE,1435,20430.61,FULFILLED,2025-02-24,
ORD-2025-02024,2025-02-01,Tesco UK,UK,EDI,CAD400-FR,828,9888.08,FULFILLED,2025-02-02,
ORD-2025-03818,2025-01-04,Lidl Europe,EU,EDI,AL120-EU,1697,4504.54,FULFILLED,2025-01-05,
ORD-2025-03762,2025-04-10,dm (Drogerie Markt),DE,EDI,FX60-UK,225,1160.82,NOT_FULFILLED,,
ORD-2025-00215,2025-01-24,Coop Group,EU,EDI,BS10-DE,1902,34091.68,FULFILLED,2025-01-25,
ORD-2025-08268,2025-06-05,Tesco UK,UK,Fax,AL120-EU,1346,7673.6,FULFILLED,2025-06-10,
ORD-2025-02478,2025-12-20,Mercadona,ES,EDI,DP1000-FR,1362,16139.38,FULFILLED,2025-12-25,
ORD-2025-05594,2025-01-13,dm (Drogerie Markt),DE,EDI,MG375-FR,1875,16348.94,FULFILLED,2025-01-15,
ORD-2025-01169,2025-02-09,Mercadona,ES,EDI,AL180-EU,928,6470.94,FULFILLED,2025-02-11,
ORD-2025-05299,2025-12-04,Coop Group,EU,EDI,BS10-DE,310,1363.96,FULFILLED,2025-12-06,
ORD-2025-07780,2025-11-01,Boots UK,UK,Email,AL180-EU,1034,12938.18,FULFILLED,2025-11-02,
ORD-2025-05822,2025-05-27,Boots UK,UK,Manual,AL120-EU,1279,9075.5,NOT_FULFILLED,,
ORD-2025-05983,2025-06-24,dm (Drogerie Markt),DE,Manual,DP1000-FR,774,9310.11,NOT_FULFILLED,,
ORD-2025-04530,2025-04-28,Carrefour France,FR,EDI,CAD400-FR,1982,34998.42,NOT_FULFILLED,,
ORD-2025-01330,2025-11-01,Tesco UK,UK,EDI,BS10-DE,304,2764.34,NOT_FULFILLED,,
ORD-2025-03346,2025-06-03,Carrefour France,FR,EDI,CAD400-FR,1422,19743.04,FULFILLED,2025-06-05,
ORD-2025-00913,2025-03-16,E.Leclerc,FR,EDI,BS10-DE,64,337.37,FULFILLED,2025-03-19,
ORD-2025-01528,2025-07-17,Mercadona,ES,EDI,CAD400-FR,302,3045.75,FULFILLED,2025-07-20,
ORD-2025-00816,2025-07-08,Lidl Europe,EU,EDI,MG375-FR,301,960.56,FULFILLED,2025-07-11,
ORD-2025-01055,2025-02-09,Boots UK,UK,EDI,DP500-FR,359,6361.3,FULFILLED,2025-02-11,
ORD-2025-05511,2025-02-28,Mercadona,ES,EDI,CAD400-FR,590,4571.09,FULFILLED,2025-03-03,
ORD-2025-02163,2025-12-04,Boots UK,UK,EDI,CAD400-FR,1385,18649.24,FULFILLED,2025-12-06,
ORD-2025-02442,2025-05-24,Tesco UK,UK,EDI,DP1000-FR,69,366.56,FULFILLED,2025-05-29,
ORD-2025-00358,2025-06-28,Boots UK,UK,EDI,AL120-EU,1205,8331.7,NOT_FULFILLED,,
ORD-2025-08127,2025-12-11,dm (Drogerie Markt),DE,Email,FX60-UK,690,3985.42,FULFILLED,2025-12-12,
ORD-2025-05421,2025-04-09,dm (Drogerie Markt),DE,EDI,MG375-FR,146,1992.63,FULFILLED,2025-04-14,
ORD-2025-08135,2025-12-14,E.Leclerc,FR,Email,MG375-FR,1359,10327.43,FULFILLED,2025-12-15,
ORD-2025-01922,2025-02-24,Tesco UK,UK,EDI,CAD400-FR,1987,25655.1,FULFILLED,2025-02-28,
ORD-2025-00014,2025-02-04,Mercadona,ES,EDI,AL180-EU,408,4881.91,FULFILLED,2025-02-05,
ORD-2025-07695,2025-01-11,Carrefour France,FR,Email,AL120-EU,460,6713.55,FULFILLED,2025-01-13,
ORD-2025-08100,2025-09-23,Lidl Europe,EU,Email,MG375-FR,700,7419.98,FULFILLED,2025-09-25,
ORD-2025-02719,2025-06-13,Lidl Europe,EU,EDI,CAD400-FR,268,2466.7,FULFILLED,2025-06-17,
ORD-2025-03380,2025-08-21,Coop Group,EU,EDI,BS10-DE,1598,4803.51,FULFILLED,2025-08-23,
ORD-2025-03774,2025-05-30,Boots UK,UK,EDI,CAD400-FR,783,10471.27,FULFILLED,2025-06-02,
ORD-2025-02701,2025-03-02,Lidl Europe,EU,EDI,AL180-EU,108,1701.3,FULFILLED,2025-03-07,
ORD-2025-07852,2025-01-16,Carrefour France,FR,Email,BS10-DE,1803,12852.9,NOT_FULFILLED,,
ORD-2025-05611,2025-04-07,dm (Drogerie Markt),DE,EDI,BS10-DE,401,4622.56,FULFILLED,2025-04-12,
ORD-2025-00057,2025-12-03,Boots UK,UK,EDI,DP1000-FR,1239,20295.39,FULFILLED,2025-12-05,
ORD-2025-00833,2025-10-03,Coop Group,EU,EDI,AL180-EU,638,2344.54,NOT_FULFILLED,,
ORD-2025-04357,2025-08-27,Mercadona,ES,EDI,BS10-DE,1547,10369.15,FULFILLED,2025-08-30,
ORD-2025-01853,2025-01-30,Coop Group,EU,EDI,BS10-DE,912,9891.82,FULFILLED,2025-02-01,
ORD-2025-06524,2025-03-25,Tesco UK,UK,Manual,AL120-EU,763,3095.3,NOT_FULFILLED,,
ORD-2025-05798,2025-03-22,dm (Drogerie Markt),DE,Manual,AL120-EU,582,6312.34,NOT_FULFILLED,,
ORD-2025-00776,2025-09-01,Boots UK,UK,EDI,DP1000-FR,1212,10503.17,FULFILLED,2025-09-02,
ORD-2025-00020,2025-04-30,Mercadona,ES,EDI,AL120-EU,527,8739.99,NOT_FULFILLED,,
ORD-2025-02296,2025-03-12,dm (Drogerie Markt),DE,EDI,CAD400-FR,466,3076.72,NOT_FULFILLED,,
ORD-2025-02461,2025-06-15,Boots UK,UK,EDI,FX60-UK,792,4521.07,FULFILLED,2025-06-17,
ORD-2025-05941,2025-08-25,Coop Group,EU,Manual,MG375-FR,864,14397.94,FULFILLED,2025-08-29,
ORD-2025-03692,2025-04-04,Tesco UK,UK,EDI,DP1000-FR,481,7028.38,NOT_FULFILLED,,
ORD-2025-07165,2025-11-08,Tesco UK,UK,Manual,CAD400-FR,341,4822.1,FULFILLED,2025-11-13,
ORD-2025-01935,2025-08-18,dm (Drogerie Markt),DE,EDI,CAD400-FR,1631,6450.39,NOT_FULFILLED,,
ORD-2025-02068,2025-10-28,Boots UK,UK,EDI,CAD400-FR,1093,15901.8,FULFILLED,2025-10-30,
ORD-2025-03492,2025-06-05,dm (Drogerie Markt),DE,EDI,BS10-DE,1849,22068.33,FULFILLED,2025-06-06,
ORD-2025-06939,2025-04-22,Lidl Europe,EU,Manual,CAD400-FR,283,3674.4,FULFILLED,2025-04-23,
ORD-2025-01520,2025-09-09,E.Leclerc,FR,EDI,CAD400-FR,224,1776.52,FULFILLED,2025-09-13,
ORD-2025-06906,2025-11-18,dm (Drogerie Markt),DE,Manual,BS10-DE,495,5592.42,NOT_FULFILLED,,
ORD-2025-05456,2025-07-17,Mercadona,ES,EDI,CAD400-FR,338,5304.5,FULFILLED,2025-07-19,
ORD-2025-01985,2025-06-14,E.Leclerc,FR,EDI,DP500-FR,749,10905.38,FULFILLED,2025-06-16,
ORD-2025-00363,2025-10-12,Coop Group,EU,EDI,DP500-FR,1730,29991.44,NOT_FULFILLED,,
ORD-2025-05244,2025-12-16,Mercadona,ES,EDI,AL180-EU,364,1023.55,FULFILLED,2025-12-21,
ORD-2025-01688,2025-02-16,Boots UK,UK,EDI,AL180-EU,1386,19191.21,FULFILLED,2025-02-19,
ORD-2025-00852,2025-05-14,Carrefour France,FR,EDI,AL180-EU,1809,6955.15,FULFILLED,2025-05-18,
ORD-2025-06708,2025-06-19,Coop Group,EU,Manual,DP500-FR,1195,7781.33,NOT_FULFILLED,,
ORD-2025-04877,2025-09-12,Carrefour France,FR,EDI,MG375-FR,291,2063.0,FULFILLED,2025-09-15,
